11748,GEOL,399C,5,M.S.Thesis,9,AS,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer
11749,GEOL,399D,1,M.S.Thesis,9,AS,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,A.,Abdel-Rahman
11750,GEOL,399D,2,M.S.Thesis,9,AS,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Joanna,Doummar
11751,GEOL,399D,3,M.S.Thesis,9,AS,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Tony,Nemer
11752,GEOL,399D,4,Thesis,9,AS,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Mohamed,Salah
11754,GERM,201,1,Elementary German I,3,AS,23,0,1000,1050,NICELY,206,true,false,true,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Klaus Ulrich,Wieland
11755,GERM,201,2,Elementary German I,3,AS,22,1,1100,1150,NICELY,206,true,false,true,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Klaus Ulrich,Wieland
13249,GERM,201,3,Elementary German I,3,AS,21,2,1200,1250,FISK,313,true,false,true,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Klaus Ulrich,Wieland
13072,GRDS,066,1,Alternative Comics,3,EA,23,-3,1400,1650,.,.,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Ghaibeh
13073,GRDS,067,1,Fanzines,3,EA,21,-1,1400,1650,.,.,false,true,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Leila,Musfi
11756,GRDS,111,1,Drawing,3,EA,25,1,1100,1350,ANNEX,201,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Shawki,Youssef
11757,GRDS,202,1,Graphic Design II,6,EA,13,17,1400,1800,ANNEX,301,true,false,true,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Ahmad,El-Gharbie'
11758,GRDS,213,1,Illustration,3,EA,14,2,1400,1650,.,.,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Fouad,Mezher
11759,GRDS,252,1,Typography II,3,EA,12,4,0930,1120,ANNEX,301,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Yara (Nammour),Khoury
11760,GRDS,304,1,Graphic Design IV,6,EA,23,7,1400,1800,STUDYS,101,true,false,true,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Yara (Nammour),Khoury
11761,GRDS,331,1,Introd.to Visual Theory,3,EA,25,5,1000,1250,IOEC,225,false,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Mismar
13068,GRDS,343,1,Interaction Design I,3,EA,25,0,0930,1220,.,.,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Maher,Berro
11762,GRDS,361,1,Professional  Practice,3,EA,23,7,1400,1650,SRB,413,false,false,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Leila,Musfi
11763,GRDS,406,1,Final Proj.Design & Research I,4,EA,29,1,0900,1250,STUDYS,201,true,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Mismar
