11697,FINA,250R,1,Sp.Tp: Fina.Statement Analysis,3,SB,19,1,1400,1515,OSB,241,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rania,Uwaydah Mardini
13215,FSAF,300,1,Grad.Tut.in Food Safety,3,AG,1,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Kharroubi
11698,FSEC,300,1,FSEC:Challenge &Contemp.Debate,3,AG,11,4,1600,1715,AGRIC,211,false,true,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk
13157,FSEC,300D,9,Food Sec:Chall.&Contemp.Deb,3,AG,3,9,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
13158,FSEC,305D,9,Agri:Techn. Supply Chains Sust,3,AG,3,9,1000,1050,.,.,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Jaber
11699,FSEC,306,1,Indicat.&Tools for Measur.FSEC,3,AG,0,10,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
11700,FSEC,310D,1,Nutr.Sec:Assessm.&Interv.Strat,3,AG,0,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
11701,FSEC,315D,1,Food Policies &Plann. Process,3,AG,0,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
11702,FSEC,320,1,Grad.Seminar in Food Security,0,AG,5,5,1300,1350,AGRIC,325,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rachel Anne,Bahn
11703,FSEC,396,1,Comprehensive Exam,0,AG,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak
11704,FSEC,396,2,Comprehensive Exam,0,AG,3,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk
11705,FSEC,396,3,Comprehensive Exam,0,AG,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa
13111,FSEC,396,4,Comprehensive Exam,0,AG,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Shady,Hamadeh
13474,FSEC,396,5,Comprehensive Exam,0,AG,1,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Sandra,Yanni
13110,FSEC,397,1,Project,3,AG,1,1,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Shady,Hamadeh
13268,FSEC,397,2,Project,3,AG,1,1,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk
11706,FSEC,399,1,M.S.Thesis,6,AG,1,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk
11707,FSEC,399,2,M.S.Thesis,6,AG,2,1,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa
11708,FSEC,399A,1,M.S.Thesis,6,AG,2,1,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk
11709,FSEC,399A,2,M.S.Thesis,6,AG,1,1,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak
11710,FSEC,399B,1,M.S.Thesis,6,AG,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa
11711,FSEC,399B,2,M.S.Thesis,6,AG,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk
13314,FSEC,399B,3,M.S.Thesis,6,AG,1,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak
13130,FSEC,399C,1,M.S.Thesis,6,AG,1,1,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Shady,Hamadeh
